Date,Hour,Time of Day,Channel,Service Type,Ad Spend,Conversions,Revenue,Customer Type
2024-11-07,8,Morning,Social Media,Premium,80.44,3,218.77,Returning
2024-06-04,19,Evening,Online,Premium,10.97,4,44.67,Returning
2024-06-22,13,Afternoon,Online,Premium,6.06,4,50.39,New
2025-03-19,18,Evening,Social Media,Premium,85.4,6,1023.69,New
2024-06-30,9,Morning,Phone,Deluxe,87.2,3,406.83,Returning
2025-03-14,9,Morning,Phone,Premium,56.43,4,403.37,New
2024-09-05,13,Afternoon,Social Media,Basic,41.74,6,212.72,Returning
2024-06-26,9,Morning,Social Media,Deluxe,19.11,3,134.09,Returning
2024-05-02,9,Morning,Online,Deluxe,29.49,3,178.42,Returning
2025-02-18,18,Evening,Online,Basic,63.56,3,403.03,New
2025-02-23,11,Morning,Online,Deluxe,60.42,3,395.91,Returning
2024-10-26,13,Afternoon,Online,Basic,46.79,6,472.32,New
2024-05-01,12,Afternoon,Online,Deluxe,38.77,5,335.94,Returning
2025-04-21,15,Afternoon,Phone,Premium,91.75,5,473.93,New
2024-12-21,17,Evening,Phone,Basic,45.24,5,328.65,New
2024-06-12,9,Morning,Phone,Deluxe,20.61,1,40.92,New
2025-01-21,18,Evening,Online,Basic,29.08,1,24.01,New
2024-10-14,21,Night,Online,Premium,78.67,3,405.71,Returning
2025-03-30,21,Night,Online,Basic,83.67,4,791.62,Returning
2024-08-08,21,Night,Online,Deluxe,76.63,3,202.14,New
2025-03-25,13,Afternoon,Walk-in,Premium,54.16,4,267.68,New
2024-09-03,13,Afternoon,Phone,Basic,57.86,1,55.41,New
2024-12-20,8,Morning,Walk-in,Deluxe,90.71,2,251.71,Returning
2025-01-09,17,Evening,Social Media,Deluxe,8.84,0,0,Returning
2025-02-25,8,Morning,Social Media,Basic,20.68,2,45.19,Returning
2025-01-02,12,Afternoon,Online,Deluxe,94.09,2,432.94,Returning
2024-09-06,11,Morning,Walk-in,Basic,43.94,4,250.82,Returning
2024-05-15,15,Afternoon,Walk-in,Premium,22.86,3,148.79,New
2024-09-16,14,Afternoon,Online,Deluxe,34.79,4,274.16,New
2024-06-15,21,Night,Online,Deluxe,31.94,3,171.1,New
2025-03-15,21,Night,Walk-in,Basic,70.33,3,371.54,Returning
2024-06-07,13,Afternoon,Social Media,Basic,19.96,5,202.43,New
2024-12-09,21,Night,Phone,Basic,10.74,2,41.85,Returning
2025-01-18,10,Morning,Online,Premium,78.77,3,261.58,Returning
2024-05-01,18,Evening,Phone,Basic,56.82,1,96.49,New
2024-11-06,16,Afternoon,Walk-in,Premium,60.71,3,404.57,New
2024-07-19,11,Morning,Walk-in,Premium,24.45,2,49.38,Returning
2024-07-09,16,Afternoon,Online,Deluxe,56.92,1,46.07,Returning
2024-08-14,16,Afternoon,Walk-in,Deluxe,84.88,0,0,New
2024-11-29,21,Night,Walk-in,Premium,72.39,1,69.31,New
2025-04-24,17,Evening,Online,Deluxe,72.53,3,308.14,New
